Órgão,Cod. Solicitação Aquisição,Razão Social,Num. CPF/CNPJ,Qtd. Itens Adquiridos,Valor Total (R$),Objeto da Licitação,Item Solicitação Aquisição (Valor Unitário Adjudicado),Item Solicitação Aquisição (Qtde Item) * Item Solicitação Aquisição (Valor Unitário Adjudicado) *  CASE  WHEN Item Solicitação Aquisição (Qtde Periodo Contrato) >,Data da Solicitação
AGEHAB,74937,NAO INFORMADO,0,1,0,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA REALIZAÇÃO DE SERVIÇOS DE MANUTENÇÃO PREVENTIVA E CORRETIVA, PRESTADOS DE FORMA CONTINUADA, INCLUINDO FORNECIMENTO E SUBSTITUIÇÃO DE PEÇAS, COMPONENTES E MATERIAIS NOVOS E ORIGINAIS NECESSÁRIOS À PRESTAÇÃO DOS SERVIÇOS, EM 01 (UM) ELEVADOR DA MARCA ATLAS SCHINDLER, INSTALADO NO EDIFÍCIO SEDE DA AGEHAB, NA RUA 18-A, Nº 541, SETOR AEROPORTO.",0,0,2020-02-28
AGEHAB,75055,NAO INFORMADO,0,1,0,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NO FORNECIMENTO DE LINK DE ACESSO DEDICADO À INTERNET COM VELOCIDADE DE 100MBPS, COM FORNECIMENTO DE IPS DEDICADOS",0,0,2020-03-05
AGEHAB,75198,NAO INFORMADO,0,172,0,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NO FORNECIMENTO DE SERVIÇOS DE SUPORTE TÉCNICO COM MANUTENÇÃO EVOLUTIVA / CORRETIVA DO ENTERPRISE RESOURCE PLANNING – ERP, DA EMPRESA BENNER, BANCO DE HORAS PARA CUSTOMIZAÇÃO DO ENTERPRISE RESOURCE PLANNING – ERP, DA EMPRESA BENNER, FORNECIMENTO DE LICENÇAS DE USO DO MÓDULO E-LALUR + ECF PARA O ENTERPRISE RESOURCE PLANNING – ERP, DA EMPRESA BENNER, SERVIÇO DE IMPLANTAÇÃO DO MÓDULO E-LALUR + ECF DO ENTERPRISE RESOURCE PLANNING – ERP, DA EMPRESA BENNER, SERVIÇO DE TREINAMENTO DO MÓDULO E-LALUR + ECF DO ENTERPRISE RESOURCE PLANNING – ERP, DA EMPRESA BENNER, DE ACORDO COM AS ESPECIFICAÇÕES DO TERMO DE REFERÊNCIA. ",0,0,2020-03-11
AGEHAB,75250,NAO INFORMADO,0,130,0,AQUISIÇÃO DE VACINA CONTRA GRIPE,0,0,2020-03-16
AGEHAB,75397,NAO INFORMADO,0,1,0,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NO FORNECIMENTODE LINK DE ACESSO DEDICADO À INTERNET COM VELOCIDADE DE100MBPS, COM FORNECIMENTO DE IPS DEDICADOS",0,0,2020-03-26
AGEHAB,75783,NAO INFORMADO,0,100,0,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NO FORNECIMENTO DE SERVIÇOS DE SUPORTE TÉCNICO COM MANUTENÇÃO EVOLUTIVA / CORRETIVA DO SISTEMA PARA GESTÃO DE CONTEÚDO CORPORATIVO (ENTERPRISE CONTENT MANAGEMENT – ECM) FLEX IMAGE,0,0,2020-05-07
AGEHAB,75853,HELMERT ENGENHARIA E TOPOGRAFIA LTDA,26096526000100,"243962,64","70749,1656",SERVIÇOS DE LEVANTAMENTO PLANIALTIMETRICO CADASTRAL URBANO PARA REGULARIZAÇÃO FUNDIARIA DO BAIRRO VILA SÃO JOÃO EM SENADOR CANEDO - GOIAS,"0,29","70749,1656",2020-05-14
AGEHAB,75853,NAO INFORMADO,0,"243962,64",0,SERVIÇOS DE LEVANTAMENTO PLANIALTIMETRICO CADASTRAL URBANO PARA REGULARIZAÇÃO FUNDIARIA DO BAIRRO VILA SÃO JOÃO EM SENADOR CANEDO - GOIAS,0,0,2020-05-14
AGEHAB,76085,GRÁFICA E EDITORA ALIANÇA LTDA,2472396000286,7500,4275,CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS GRAFICOS (FOLHAS PARA ESCRITURAS E PASTA PARA ESCRITURAS).,"0,57",4275,2020-06-04
AGEHAB,76085,NAO INFORMADO,0,97500,0,CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS GRAFICOS (FOLHAS PARA ESCRITURAS E PASTA PARA ESCRITURAS).,0,0,2020-06-04
AGEHAB,76087,NAO INFORMADO,0,1,0,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA REALIZAR SERVIÇOS TÉCNICOS VOLTADOS À REALIZAÇÃO DE AUDITORIA INDEPENDENTE E AUDITAR AS DEMONSTRAÇÕES FINANCEIRAS DA AGEHAB,0,0,2020-06-04
AGEHAB,76167,NAO INFORMADO,0,2,0,CONTRATAÇÃO DE LINKS DE ACESSO À INTERNET,0,0,2020-06-10
AGEHAB,76605,NAO INFORMADO,0,1,0,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS DE PORTEIRO DE ACORDO COM OS HORÁRIOS E DESCRIÇÃO DOS SERVIÇOS, PARTE DESTE TERMO DE REFERÊNCIA, ATENDENDO A DEMANDA DA AGÊNCIA GOIANA DE HABITAÇÃO S/A – AGEHAB",0,0,2020-07-21
AGEHAB,76783,NAO INFORMADO,0,741,0,FORNECIMENTO DE MATERIAIS PARA ILUMINAÇÃO PÚBLICA NO RES. JOÃO PAULO II 2ª ETAPA,0,0,2020-08-06
AGEHAB,76881,NAO INFORMADO,0,5822,0,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA E COM EXPERIENCIA COMPROVADA EM PRESTAÇÃO DE SERVIÇOS E MONTAGEM DE INFRAESTRUTURA DE EVENTOS,0,0,2020-08-14
AGEHAB,77035,NAO INFORMADO,0,2,0,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA REALIZAR SERVIÇOS TÉCNICOS VOLTADOS À REALIZAÇÃO DE AUDITORIA INDEPENDENTE E AUDITAR AS DEMONSTRAÇÕES FINANCEIRAS DA AGEHAB",0,0,2020-08-26
AGEHAB,77347,NAO INFORMADO,0,1,0,ELABORAÇÃO DE PROJETO ELETRICO E ILUMINAÇÃO PÚBLICA,0,0,2020-09-22
AGR,74463,BEZERRA & BEZERRA COMERCIO DE PECAS E ACESSORIOS PARA VEICULOS LTDA - EPP,11519163000100,2,660,"DESPESA COM AQUISIÇÃO DE MATERIAL PARA VEICULO, 02(DUAS) BATERIAS DE 60 AMPERES A SER UTILIZADO  EM CAMIONETE D-20 DESTA AGÊNCIA.CONFORME MEMORANDO Nº 20/2020 E AUTORIZO PRESIDENTE APOSTO NO DESPACHO Nº 38/2020.",330,660,2020-01-28
AGR,74482,-,1543032000104,1,135000,"DESPESA COM CONTRATO DE FORNECIMENTO DE ENERGIA ELÉTRICA ,CUJO OBJETO É REGULAR O FORNECIMENTO DE ENERGIA ELÉTRICA ,PELA CELG D AO CONSUMIDOR PARA USO EXCLUSIVO EM SUA UNIDADE CONSUMIDORA,SEGUNDO A ESTRUTURA TARIFÁRIA,MODALIDADE,SUBGRUPO DE TENSÃO, NAS QUANTIDADES E PERÍODOS ESTABELECIDOS NO CONTRATO CELG D Nº CUSD ATIVO -GOV-CUSD-C-520/2018 E CCER-GOV-CCER-C-460/2018  PARA O IMÓVEL DA SEDE DA AGR, NA AV GOIÁS.",15000,135000,2020-01-29
AGR,74524,-,1534510000101,1,"6622,21","DESPESA COM CONTRATO DE PRESTAÇÃO DE SERVIÇO PÚBLICO DE ENERGIA ELÉTRICA PARA CONSUMIDORES TITULARES DE UNIDADES CONSUMIDORAS DO GRUPO B AGRUPAMENTO 20850 - QUE ENTRE SI CELEBRAM CELG DISTRIBUIÇÃO S.A ¿ CELG D E AGR, GRUPO B PODER PUBLICO AGRUPADO/GELG/004 41255/2019. CONFORME DESPACHO Nº 114/2019-SEI-GGP","6622,21","6622,21",2020-01-31
AGR,74529,EMPRESA BRASILEIRA DE CORREIOS E TELÉGRAFOS,34028316001347,1,105000,"DESPESA COM QUARTO TERMO ADITIVO CO CONTRATO Nº 005/2016,INEXIGIBILIDADE DE LICITAÇÃO Nº 004/2016,CUJO OBJETO É A PRESTAÇÃO DE SERVIÇOS DE COLETA,REMESSA,ENTREGA DE CORRESPONDÊNCIA,DOCUMENTOS,OBJETOS ,BENS OU VALORES,PARA ATENDER AS DEMANDAS DE CIRCULAÇÃO DE DOCUMENTOS E MATERIAIS DA AGR AO DIVERSOS ENDEREÇOS QUE SE FAZ NECESSÁRIO NOTIFICAR,CONFORME DESPACHO Nº 231/2018.",15000,105000,2020-01-31
AGR,74534,-,1643840000135,1,"624,55","DESPESA COM CONTRATO CDL/AGR Nº 004/2016, INEXIBILIDADE DE LICITAÇÃO Nº 001/2016,CUJO OBJETO É A SERVIÇOS DE INSCRIÇÃO DE DEVEDOR PESSOA FÍSICA E JURÍDICA EM ENTIDADE OU ÓRGÃO DE PROTEÇÃO AO CRÉDITO DOS DÉBITOS INSCRITOS EM DIVIDA ATIVA DESTA AGÊNCIA ,PELO PERÍODO DE 12(DOZE)MESES,CONFORME MEMO Nº 024/2016 AS FLS 02 E TERMO DE REFERÊNCIA AS FLS 03 A 05 DOS AUTOS","624,55","624,55",2020-01-31
AGR,74535,NAO INFORMADO,0,1,0,"DESPESA COM 3º TERMO ADITIVO, CONTRATO ACHEI/AGR Nº 009/2017, NA PRESTAÇÃO DE SERVIÇOS DE LOCAÇÃO DE   06(DEZ)VEÍCULO PARA GERÊNCIA DE FISCALIZAÇÃO, ADESÃO COMO PARTICIPE NA ATA DE REGISTRO DE PREÇOS Nº 002/2017,PREGÃO ELETRÔNICO SRP Nº005/2016.",0,0,2020-01-31
AGR,75140,NAO INFORMADO,0,2,0,SERVIÇO CONFECÇÃO DE CARIMBO,0,0,2020-03-06
AGR,75187,-,10636142000101,1,60000,"DESPESA COM O QUINTO TERMO ADITIVO, CUJO OBJETO É A PRORROGAÇÃO DO CONTRATO Nº 001/2015, INEXIGIBILIDADE DE LICITAÇÃO Nº 007/2014, PELO PERÍODO DE 12 (DOZE) MESES,QUE TEM POR OBJETO O FORNECIMENTO DE  VALE TRANSPORTES A SERVIDORES QUE PERCEBEM VENCIMENTOS MENSAIS INFERIORES A 02 (DOIS) SALÁRIOS MÍNIMOS DESTA AGR, EXERCÍCIO DE 2020,CONFORME OS TERMOS DA LEI 13.938/2001 E DECRETO 5.764/2003,CONFORME CARTA 125/2018.",5000,60000,2020-03-10
AGR,75193,LUIZ ANTONIO DOS SANTOS O II,562080000179,2,70,SERVIÇO COM CARIMBO,35,70,2020-03-11
AGR,75233,HIGH-TECH INFORMATICA INDUSTRIA E COMERCIO LTDA,481679000188,2,"979,7","LEITOR BIOMÉTRICO ASSIM DESCRIMINADO TENSÃO DE ALIMENTAÇÃO: 5,0V+5% FORNECIDA PELA USB; CORRETE DE ALIMENTAÇÃO - ESCANEADO: 190 MA (TIPICO); CORRENTE DE ALIMENTAÇÃO - MODO INATIVO: 140MA (TIPICO); CORRENTE DE ALIMENTAÇÃO - MODO SUSPENSO: 1,5MA (MÁXIMO); SUSCEPTIBILIDADE ESD: >15KV, INSTALADO NO GABINETE; TEMPERATURA OPERAÇÃO: 0 - 40 C; UMIDADE OPERAÇÃO: 20% - 80% NÃO CONDENSADO; TEMPERATURA ARMAZENAMENTO: -10 - 60 C; UMIDADE ARMAZENAMENTO: 20% - 90% NÃO CONDENSADO; DADOS DO ESCANEAMENTO: ESCALA DE CINZA 8-BIT; PADRÕES DE CONFORMIDADE FCC CLAS B, CE, ICES, BSMI, MIC, USB E WHOL.","489,85","979,7",2020-03-13
AGR,75288,MBM PRODUTOS DE ESCRITÓRIO E INFORMÁTICA LTDA,26923102000172,1,495,AQUISIÇÃO DE PLASTIFICADORA,495,495,2020-03-18
AGR,75315,-,1616929000102,1,42000,"CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO DE ÁGUA E COLETA DE  ESGOTO PARA A AGÊNCIA GOIANA DE REGULAÇÃO, FISCALIZAÇÃO E CONTROLE DE SERVIÇOS PÚBLICOS - AGR, PARA A SEDE (AVENIDA GOIÁS, N° 305, ED. VISCONDE DE MAUÁ - CENTRO) E PARA A GARAGEM (AV. MILÃO, ESQUINA COM A RUA PIZA -JARDIM EUROPA).",3500,42000,2020-03-20
AGR,75384,-,3657354000100,2,22428,"DESPESA COM ANUIDADE 2020 A AGÊNCIA BRASILEIRA DAS AGÊNCIAS DE REGULAÇÃO ABAR, CONFORME ATA DA ASSEMBLEIA GERAL ORDINÁRIA ,REALIZADA EM 24/04/2019,QUE TRATA SOBRE A DELIBERAÇÃO DOS VALORES DE ANUIDADE PROPOSTAS AO EXERCÍCIO DE 2020, EM 02 (DUAS) PARCELAS NO VALOR DE R$ 11.214,00, COM VENCIMENTO EM 31/03 E 31/08/2020,PERFAZENDO UM TOTAL DE R$ 22.428,00.",11214,22428,2020-03-25
AGR,75407,MEMORA PROCESSOS INOVADORES S.A,36765378000123,1,"36621,76","DESPESA COM REAJUSTAMENTO DOS PREÇOS CONTRATADOS DOS VALORES UST, NO PERCENTUAL 3,223070%, REFERENTE AO ÍNDICE IPCA(IBGE) ACUMULADO NO PERÍODO DE SETEMBRO/2018 A AGOSTO/2019,CONFORME PREVISTO NA CLÁUSULA DÉCIMA SÉTIMA DO CONTRATO MEMORA/AGR Nº 005/2018, PREGÃO ELETRÔNICO SRP N° 001/2018 - PGE PROCESSO Nº 201700003003034, ATA DE REGISTRO DE PREÇOS Nº 001/2018, CUJO OBJETO É A PRESTAÇÃO DOS SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO.","36621,76","36621,76",2020-03-26
AGR,75407,NAO INFORMADO,0,1,0,"DESPESA COM REAJUSTAMENTO DOS PREÇOS CONTRATADOS DOS VALORES UST, NO PERCENTUAL 3,223070%, REFERENTE AO ÍNDICE IPCA(IBGE) ACUMULADO NO PERÍODO DE SETEMBRO/2018 A AGOSTO/2019,CONFORME PREVISTO NA CLÁUSULA DÉCIMA SÉTIMA DO CONTRATO MEMORA/AGR Nº 005/2018, PREGÃO ELETRÔNICO SRP N° 001/2018 - PGE PROCESSO Nº 201700003003034, ATA DE REGISTRO DE PREÇOS Nº 001/2018, CUJO OBJETO É A PRESTAÇÃO DOS SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO.",0,0,2020-03-26
AGR,75408,MEMORA PROCESSOS INOVADORES S.A,36765378000123,11,"259700,54","DESPESA COM 1º ADITIVO CONTRATUAL DE VALOR NO PERCENTUAL DE 25% DO VALOR INICIALMENTE CONTRATADO RELATIVO AO CONTRATO / MEMORA / AGR / CPL Nº 005/2018 PREGÃO ELETRÔNICO SRP N° 001/2018-PGE PROCESSO Nº 201700003003034, ATA DE REGISTRO DE PREÇOS Nº 001/2018,CUJO OBJETO É A PRESTAÇÃO DOS SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO.","23609,14","259700,54",2020-03-27
AGR,75408,NAO INFORMADO,0,11,0,"DESPESA COM 1º ADITIVO CONTRATUAL DE VALOR NO PERCENTUAL DE 25% DO VALOR INICIALMENTE CONTRATADO RELATIVO AO CONTRATO / MEMORA / AGR / CPL Nº 005/2018 PREGÃO ELETRÔNICO SRP N° 001/2018-PGE PROCESSO Nº 201700003003034, ATA DE REGISTRO DE PREÇOS Nº 001/2018,CUJO OBJETO É A PRESTAÇÃO DOS SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO.",0,0,2020-03-27
AGR,75411,-,1616929000102,1,"1992,65","DESPESAS COM O CONTRATO Nº 012/2015 E INEXIGIBILIDADE DE LICITAÇÃO Nº 003/2015 REFERENTE A PRESTAÇÃO DE SERVIÇOS DE ABASTECIMENTO DE ÁGUA, COLETA, AFASTAMENTO E TRATAMENTO DE ESGOTO SANITÁRIO. QUE TEVE SEU VENCIMENTO CONTRATUAL EM 10 DE NOVEMBRO DE 2019. A REGULARIZAÇÃO DE DESPESAS E REFERENTE NOVEMBRO/2019; DEZEMBRO/2019 E JANEIRO DE 2020.","1992,65","1992,65",2020-03-27
AGR,75411,-,1616929000102,1,"5408,58","DESPESAS COM O CONTRATO Nº 012/2015 E INEXIGIBILIDADE DE LICITAÇÃO Nº 003/2015 REFERENTE A PRESTAÇÃO DE SERVIÇOS DE ABASTECIMENTO DE ÁGUA, COLETA, AFASTAMENTO E TRATAMENTO DE ESGOTO SANITÁRIO. QUE TEVE SEU VENCIMENTO CONTRATUAL EM 10 DE NOVEMBRO DE 2019. A REGULARIZAÇÃO DE DESPESAS E REFERENTE NOVEMBRO/2019; DEZEMBRO/2019 E JANEIRO DE 2020.","2704,29","5408,58",2020-03-27
AGR,75426,HIGH-TECH INFORMATICA INDUSTRIA E COMERCIO LTDA,481679000188,10,"358,3",ADAPTADORES DISPLAYPORT PARA DVI,"35,83","358,3",2020-03-30
AGR,75466,AR OESTE SISTEMAS TERMICOS LTDA,6189352000113,1,5500,"DESPESA COM PRESTAÇÃO DE SERVIÇOS ESPECIALIZADOS, EM ELABORAÇÃO DE PROJETO DE PRESSURIZAÇÃO DE ESCADAS PARA ATENDER AS EXIGÊNCIAS DO CORPO DE BOMBEIROS DO ESTADO DE GOIÁS - CBMGO QUANTO AO COMBATE A INCÊNDIO NA EDIFICAÇÃO SEDE DA -AGR, CONTEMPLANDO ESCADAS DE EMERGÊNCIA DO SUBSOLO AO 13º ANDAR, SITUADA NA AVENIDA GOIÁS, EDIFÍCIO VISCONDE DE MAUÁ, Nº 305, SETOR CENTRAL, GOIÂNIA-GO",5500,5500,2020-04-01
AGR,75494,-,20990457000106,180,4680,ÁLCOOL EM GEL 70%,26,4680,2020-04-03
AGR,75530,NAO INFORMADO,0,50,0,AQUISIÇÃO GENERO ALIMENTICIO,0,0,2020-04-07
AGR,75533,CAFÉ RANCHEIRO AGRO INDUSTRIAL LTDA,2924249000119,50,1080,CAFÉ EM PÓ,"21,6",1080,2020-04-07
AGR,75681,BRASIL TELECOM S/A,76535764000143,2,17100,"DESPESA COM CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇO DE TELECOMUNICAÇÕES COM CAPACIDADE PARA PROVER TRÁFEGO DE DADOS DAS APLICAÇÕES CORPORATIVAS DO ESTADO DE GOIÁS,TRÁFEGO DE VOZ E IMAGENS,VIDEOCONFERÊNCIA E ACESSO À INTERNET, PELO PERÍODO DE 30(TRINTA) MESES,PARA ATENDER A AGR, ADESÃO À ATA DE REGISTRO DE PREÇOS Nº. 001/2020,PROCESSO Nº.  201914304001615,PREGÃO ELETRÔNICO SRP Nº. 01/2019 DA SECRETARIA DE ESTADO DE DESENVOLVIMENTO - SEDI.",285,17100,2020-04-29
AGR,75681,BRASIL TELECOM S/A,76535764000143,1,11550,"DESPESA COM CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇO DE TELECOMUNICAÇÕES COM CAPACIDADE PARA PROVER TRÁFEGO DE DADOS DAS APLICAÇÕES CORPORATIVAS DO ESTADO DE GOIÁS,TRÁFEGO DE VOZ E IMAGENS,VIDEOCONFERÊNCIA E ACESSO À INTERNET, PELO PERÍODO DE 30(TRINTA) MESES,PARA ATENDER A AGR, ADESÃO À ATA DE REGISTRO DE PREÇOS Nº. 001/2020,PROCESSO Nº.  201914304001615,PREGÃO ELETRÔNICO SRP Nº. 01/2019 DA SECRETARIA DE ESTADO DE DESENVOLVIMENTO - SEDI.",385,11550,2020-04-29
AGR,75681,BRASIL TELECOM S/A,76535764000143,1,22650,"DESPESA COM CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇO DE TELECOMUNICAÇÕES COM CAPACIDADE PARA PROVER TRÁFEGO DE DADOS DAS APLICAÇÕES CORPORATIVAS DO ESTADO DE GOIÁS,TRÁFEGO DE VOZ E IMAGENS,VIDEOCONFERÊNCIA E ACESSO À INTERNET, PELO PERÍODO DE 30(TRINTA) MESES,PARA ATENDER A AGR, ADESÃO À ATA DE REGISTRO DE PREÇOS Nº. 001/2020,PROCESSO Nº.  201914304001615,PREGÃO ELETRÔNICO SRP Nº. 01/2019 DA SECRETARIA DE ESTADO DE DESENVOLVIMENTO - SEDI.",755,22650,2020-04-29
AGR,75681,BRASIL TELECOM S/A,76535764000143,1,"36633,3","DESPESA COM CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇO DE TELECOMUNICAÇÕES COM CAPACIDADE PARA PROVER TRÁFEGO DE DADOS DAS APLICAÇÕES CORPORATIVAS DO ESTADO DE GOIÁS,TRÁFEGO DE VOZ E IMAGENS,VIDEOCONFERÊNCIA E ACESSO À INTERNET, PELO PERÍODO DE 30(TRINTA) MESES,PARA ATENDER A AGR, ADESÃO À ATA DE REGISTRO DE PREÇOS Nº. 001/2020,PROCESSO Nº.  201914304001615,PREGÃO ELETRÔNICO SRP Nº. 01/2019 DA SECRETARIA DE ESTADO DE DESENVOLVIMENTO - SEDI.","1221,11","36633,3",2020-04-29
AGR,75681,NAO INFORMADO,0,5,0,"DESPESA COM CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇO DE TELECOMUNICAÇÕES COM CAPACIDADE PARA PROVER TRÁFEGO DE DADOS DAS APLICAÇÕES CORPORATIVAS DO ESTADO DE GOIÁS,TRÁFEGO DE VOZ E IMAGENS,VIDEOCONFERÊNCIA E ACESSO À INTERNET, PELO PERÍODO DE 30(TRINTA) MESES,PARA ATENDER A AGR, ADESÃO À ATA DE REGISTRO DE PREÇOS Nº. 001/2020,PROCESSO Nº.  201914304001615,PREGÃO ELETRÔNICO SRP Nº. 01/2019 DA SECRETARIA DE ESTADO DE DESENVOLVIMENTO - SEDI.",0,0,2020-04-29
AGR,75711,NAO INFORMADO,0,240,0,MÁSCARAS DE TECIDO,0,0,2020-04-30
AGR,75744,NAO INFORMADO,0,240,0,MÁSCARA DE TECIDO,0,0,2020-05-04
AGR,75764,NAO INFORMADO,0,240,0,MÁSCARAS FACIAIS,0,0,2020-05-06
AGR,75766,-,41215753187,240,720,MÁSCARA DE TECIDO,3,720,2020-05-06
AGR,75781,BRASIL TELECOM S/A,76535764000143,2,17100,"DESPESA COM CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇO DE TELECOMUNICAÇÕES COM CAPACIDADE PARA PROVER TRÁFEGO DE DADOS DAS APLICAÇÕES CORPORATIVAS DO ESTADO DE GOIÁS,TRÁFEGO DE VOZ E IMAGENS,VIDEOCONFERÊNCIA E ACESSO À INTERNET, PELO PERÍODO DE 30(TRINTA) MESES,PARA ATENDER A AGR, ADESÃO À ATA DE REGISTRO DE PREÇOS Nº. 001/2020,PROCESSO Nº. 201914304001615,PREGÃO ELETRÔNICO SRP Nº. 01/2019 DA SECRETARIA DE ESTADO DE DESENVOLVIMENTO - SEDI",285,17100,2020-05-07
AGR,75781,BRASIL TELECOM S/A,76535764000143,1,11550,"DESPESA COM CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇO DE TELECOMUNICAÇÕES COM CAPACIDADE PARA PROVER TRÁFEGO DE DADOS DAS APLICAÇÕES CORPORATIVAS DO ESTADO DE GOIÁS,TRÁFEGO DE VOZ E IMAGENS,VIDEOCONFERÊNCIA E ACESSO À INTERNET, PELO PERÍODO DE 30(TRINTA) MESES,PARA ATENDER A AGR, ADESÃO À ATA DE REGISTRO DE PREÇOS Nº. 001/2020,PROCESSO Nº. 201914304001615,PREGÃO ELETRÔNICO SRP Nº. 01/2019 DA SECRETARIA DE ESTADO DE DESENVOLVIMENTO - SEDI",385,11550,2020-05-07
AGR,75781,BRASIL TELECOM S/A,76535764000143,1,22650,"DESPESA COM CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇO DE TELECOMUNICAÇÕES COM CAPACIDADE PARA PROVER TRÁFEGO DE DADOS DAS APLICAÇÕES CORPORATIVAS DO ESTADO DE GOIÁS,TRÁFEGO DE VOZ E IMAGENS,VIDEOCONFERÊNCIA E ACESSO À INTERNET, PELO PERÍODO DE 30(TRINTA) MESES,PARA ATENDER A AGR, ADESÃO À ATA DE REGISTRO DE PREÇOS Nº. 001/2020,PROCESSO Nº. 201914304001615,PREGÃO ELETRÔNICO SRP Nº. 01/2019 DA SECRETARIA DE ESTADO DE DESENVOLVIMENTO - SEDI",755,22650,2020-05-07
AGR,75781,BRASIL TELECOM S/A,76535764000143,1,"36633,3","DESPESA COM CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇO DE TELECOMUNICAÇÕES COM CAPACIDADE PARA PROVER TRÁFEGO DE DADOS DAS APLICAÇÕES CORPORATIVAS DO ESTADO DE GOIÁS,TRÁFEGO DE VOZ E IMAGENS,VIDEOCONFERÊNCIA E ACESSO À INTERNET, PELO PERÍODO DE 30(TRINTA) MESES,PARA ATENDER A AGR, ADESÃO À ATA DE REGISTRO DE PREÇOS Nº. 001/2020,PROCESSO Nº. 201914304001615,PREGÃO ELETRÔNICO SRP Nº. 01/2019 DA SECRETARIA DE ESTADO DE DESENVOLVIMENTO - SEDI","1221,11","36633,3",2020-05-07
AGR,76005,BRASIL TELECOM S/A,76535764000143,1,"17973,72","DESPESA COM 4º TERMO ADITIVO CUJO OBJETO É A PRORROGAÇÃO PELO PERÍODO DE 12(DOZE) MESES E REDUÇÃO DE 72,5% DO VALOR ORIGINAL DO CONTRATO OI S.A/AGR Nº 002/2017, É PRESTAÇÃO DE SERV TELEFÔNICO FIXO COMUTADO (STFC), NAS MODALIDADES LOCAL, LONGA DISTÂNCIA NACIONAL (LDN) E LONGA DISTÂNCIA INTERNACIONAL (LDI) E SERVIÇO DE DISCAGEM DIRETA A RAMAL (DDR).","1497,81","17973,72",2020-05-28
AGR,76025,BRASIL TELECOM S/A,76535764000143,1,"19219,44","DESPESA COM 4º TERMO ADITIVO CUJO OBJETO É A PRORROGAÇÃO PELO PERÍODO DE 12 (DOZE) MESES E REDUÇÃO DO VALOR ORIGINAL DO CONTRATO DA OI S.A/AGR Nº 002/2017, OBJETO É PRESTAÇÃO DE SERV TELEFÔNICO FIXO COMUTADO (STFC), NAS MODALIDADES LOCAL, LONGA DISTÂNCIA NACIONAL (LDN) E LONGA DISTÂNCIA INTERNACIONAL (LDI) E SERVIÇO DE DISCAGEM DIRETA A RAMAL (DDR). ","1601,62","19219,44",2020-05-29
AGR,76197,TRIVALE ADMINISTRAÇÃO LTDA,604122000197,1,7000,"DESPESA COM TERCEIRO TERMO ADITIVO NA CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS DE GERENCIAMENTO ELETRÔNICO E CONTROLE DE ABASTECIMENTO DE COMBUSTÍVEIS(GASOLINA,ETANOL,ÓLEO DIESEL) ,ADESÃO A ATA DE REGISTRO DE PREÇOS Nº 001/2017-SEGPLAN ,PREGÃO ELETRÔNICO SRP Nº 010/2016,PROCESSO Nº 201600005007007. CONFORME AUTORIZO DESPACHO Nº 272/2020 - GAB.",7000,7000,2020-06-14
